source,target,weight,hebert_score,alephbert_score,is_decadal_anchor,skip,start
word:אייר,verse:Job 9:32,0.641816645860672,0.2836330533027649,1.000000238418579,false,-334,975066
word:אייר,verse:Psalms 81:12,0.6417138576507568,0.28342747688293457,1.000000238418579,false,-51,905834
word:אייר,verse:Genesis 43:1,0.6416362375020981,0.28327223658561707,1.000000238418579,false,5,49200
word:אייר,verse:Hosea 10:8,0.6415549367666245,0.2831096351146698,1.000000238418579,false,-60,811664
word:אייר,verse:II Chronicles 35:5,0.6414913684129715,0.2829824984073639,1.000000238418579,false,68,1199520
word:אייר,verse:I Chronicles 20:1,0.6413155198097229,0.2826308012008667,1.000000238418579,false,-63,1132988
word:אייר,verse:Ezekiel 5:6,0.6412644982337952,0.28252875804901123,1.000000238418579,true,-9,734882
word:אייר,verse:Isaiah 33:8,0.6412295699119568,0.2824589014053345,1.000000238418579,false,-7,608534
word:אייר,verse:Numbers 62:9,0.64106884598732,0.2821374535560608,1.000000238418579,false,7,231434
word:אייר,verse:Job 11:2,0.6410640478134155,0.28212785720825195,1.000000238418579,false,8,975888
word:אייר,verse:II Chronicles 32:17,0.64096499979496,0.28192976117134094,1.000000238418579,false,-10,1193954
word:אייר,verse:II Chronicles 28:21,0.640943855047226,0.2818874716758728,1.000000238418579,false,85,1186515
word:אייר,verse:Job 20:4,0.640913262963295,0.28182628750801086,1.000000238418579,false,5,982165
word:אייר,verse:Jeremiah 39:18,0.6407980918884277,0.28159594535827637,1.000000238418579,false,-4,706480
word:אייר,verse:I Chronicles 15:10,0.6407654583454132,0.2815306782722473,1.000000238418579,false,-36,1126148
word:אייר,verse:Job 3:15,0.6407095342874527,0.2814188301563263,1.000000238418579,false,160,970400
word:אייר,verse:I Kings 5:3,0.6407083868980408,0.28141653537750244,1.000000238418579,false,7,486948
word:אייר,verse:Hosea 12:9,0.6406837552785873,0.2813672721385956,1.000000238418579,false,150,813000
word:אייר,verse:Genesis 54:82,0.640578493475914,0.2811567485332489,1.000000238418579,false,-8,70256
word:אייר,verse:Psalms 69:27,0.6405530571937561,0.2811058759689331,1.000000238418579,false,74,897176
word:אייר,verse:Proverbs 28:22,0.6403222233057022,0.2806442081928253,1.000000238418579,false,-10,964854
word:אייר,verse:I Samuel 6:18,0.6398897618055344,0.2797792851924896,1.000000238418579,false,5,392400
word:אייר,verse:Genesis 23:1,0.6397935748100281,0.27958691120147705,1.000000238418579,false,3,46935
word:אייר,verse:Zechariah 1:17,0.6397710293531418,0.27954182028770447,1.000000238418579,false,-245,847024
word:אייר,verse:Exodus 9:92,0.6397397667169571,0.2794792950153351,1.000000238418579,false,-674,91186
word:אייר,verse:Exodus 51:2,0.6396520733833313,0.2793039083480835,1.000000238418579,false,3,99993
word:אייר,verse:II Samuel 1:14,0.6395938098430634,0.2791873812675476,1.000000238418579,false,-12,436280
word:אייר,verse:I Chronicles 16:5,0.6394941806793213,0.2789881229400635,1.000000238418579,false,58,1127694
word:אייר,verse:Isaiah 3:9,0.6394895315170288,0.2789788246154785,1.000000238418579,false,264,580008
word:אייר,verse:Ezekiel 34:20,0.639463946223259,0.27892765402793884,1.000000238418579,false,8,779944
word:אייר,verse:Isaiah 26:11,0.6394404619932175,0.27888068556785583,1.000000238418579,false,-27,601007
word:אייר,verse:Genesis 91:3,0.6392596960067749,0.2785191535949707,1.000000238418579,false,-13,22356
word:אייר,verse:Psalms 1:5,0.6392485797405243,0.2784969210624695,1.000000238418579,false,62,862048
word:אייר,verse:Ezra 6:18,0.6392382681369781,0.2784762978553772,1.000000238418579,false,-14,1072732
word:אייר,verse:Exodus 43:23,0.6392154842615128,0.2784307301044464,1.000000238418579,false,-417,130799
word:אייר,verse:Job 10:10,0.6391953229904175,0.27839040756225586,1.000000238418579,false,-3,975449
word:אייר,verse:Exodus 51:31,0.6391230672597885,0.2782458961009979,1.000000238418579,false,-450,100364
word:אייר,verse:Psalms 69:6,0.6390704065561295,0.2781405746936798,1.000000238418579,false,-10,896504
word:אייר,verse:Proverbs 4:3,0.638966754078865,0.277933269739151,1.000000238418579,false,7,943691
word:אייר,verse:Leviticus 71:8,0.6389353722333908,0.2778705060482025,1.000000238418579,false,4,168452
word:אייר,verse:II Samuel 23:32,0.6389246731996536,0.27784910798072815,1.000000238418579,false,-3,476189
word:אייר,verse:Genesis 5:51,0.6388380229473114,0.2776758074760437,1.000000238418579,false,-87,77471
word:אייר,verse:Jeremiah 2:23,0.6388368606567383,0.27767348289489746,1.000000238418579,false,-112,646488
word:אייר,verse:Ezekiel 33:24,0.638834536075592,0.277668833732605,1.000000238418579,false,-98,778130
word:אייר,verse:II Kings 3:3,0.6388248652219772,0.27764949202537537,1.000000238418579,false,-334,532182
word:אייר,verse:Zephaniah 3:4,0.6387535035610199,0.2775067687034607,1.000000238418579,false,423,842616
